id,name,category,region,batch,projectCode,protectUnits,tags,popularity,experienceValue,intro,detailUrl,manualVector
national-0113,舜的传说,民间文学,山西省沁水县，山东省诸城市,第三批,I—90,,民间文学；故事叙事；地方记忆,75,58,舜的传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省沁水县，山东省诸城市。,,
national-0114,禹的传说,民间文学,四川省汶川县、北川羌族自治县,第三批,I—91,,民间文学；故事叙事；地方记忆,75,58,禹的传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为四川省汶川县、北川羌族自治县。,,
national-0115,禹的传说 （武汉大禹治水传说）,民间文学,湖北省武汉市汉阳区,第五批扩展项目,I—91,,民间文学；武汉大禹治水传说；故事叙事；地方记忆,72,58,禹的传说 （武汉大禹治水传说）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省武汉市汉阳区。,,
national-0116,防风传说,民间文学,浙江省德清县,第三批,I—92,,民间文学；故事叙事；地方记忆,75,58,防风传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省德清县。,,
national-0117,盘瓠传说,民间文学,湖南省泸溪县,第三批,I—93,,民间文学；故事叙事；地方记忆,75,58,盘瓠传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省泸溪县。,,
national-0118,庄子传说,民间文学,山东省东明县,第三批,I—94,,民间文学；故事叙事；地方记忆,75,58,庄子传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省东明县。,,
national-0119,柳毅传说,民间文学,山东省潍坊市寒亭区,第三批,I—95,,民间文学；故事叙事；地方记忆,75,58,柳毅传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省潍坊市寒亭区。,,
national-0120,禅宗祖师传说,民间文学,湖北省黄梅县,第三批,I—96,,民间文学；故事叙事；地方记忆,75,58,禅宗祖师传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省黄梅县。,,
national-0121,禅宗祖师传说（六祖传说）,民间文学,广东省云浮市新兴县,第五批扩展项目,I—96,,民间文学；六祖传说；故事叙事；地方记忆,72,58,禅宗祖师传说（六祖传说）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广东省云浮市新兴县。,,
national-0122,布袋和尚传说,民间文学,浙江省宁波市奉化区,第三批,I—97,,民间文学；故事叙事；地方记忆,75,58,布袋和尚传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省宁波市奉化区。,,
national-0123,钱王传说,民间文学,浙江省临安市,第三批,I—98,,民间文学；故事叙事；地方记忆,75,58,钱王传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省临安市。,,
national-0124,苏东坡传说,民间文学,浙江省杭州市,第三批,I—99,,民间文学；故事叙事；地方记忆,75,58,苏东坡传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省杭州市。,,
national-0125,苏东坡传说,民间文学,湖北省黄冈市,第四批扩展项目,I—99,,民间文学；故事叙事；地方记忆,73,58,苏东坡传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省黄冈市。,,
national-0126,王羲之传说,民间文学,浙江省绍兴市,第三批,I—100,,民间文学；故事叙事；地方记忆,75,58,王羲之传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省绍兴市。,,
national-0127,李时珍传说,民间文学,湖北省蕲春县,第三批,I—101,,民间文学；故事叙事；地方记忆,75,58,李时珍传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省蕲春县。,,
national-0128,蔡伦造纸传说,民间文学,陕西省汉中市,第三批,I—102,,民间文学；故事叙事；地方记忆；手作技艺；材料工艺,75,58,蔡伦造纸传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为陕西省汉中市。,,
national-0129,牡丹传说,民间文学,山东省菏泽市牡丹区,第三批,I—103,,民间文学；故事叙事；地方记忆,75,58,牡丹传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省菏泽市牡丹区。,,
national-0130,泰山传说,民间文学,山东省泰安市,第三批,I—104,,民间文学；故事叙事；地方记忆,75,58,泰山传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山东省泰安市。,,
national-0131,黄鹤楼传说,民间文学,湖北省武汉市武昌区,第三批,I—105,,民间文学；故事叙事；地方记忆,75,58,黄鹤楼传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省武汉市武昌区。,,
national-0132,烂柯山的传说,民间文学,山西省陵川县，浙江省衢州市,第三批,I—106,,民间文学；故事叙事；地方记忆,75,58,烂柯山的传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为山西省陵川县，浙江省衢州市。,,
national-0133,珞巴族始祖传说,民间文学,西藏自治区米林县,第三批,I—107,,民间文学；故事叙事；地方记忆,75,58,珞巴族始祖传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区米林县。,,
national-0134,阿尼玛卿雪山传说,民间文学,青海省果洛藏族自治州,第三批,I—108,,民间文学；故事叙事；地方记忆,75,58,阿尼玛卿雪山传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为青海省果洛藏族自治州。,,
national-0135,锡伯族民间故事,民间文学,辽宁省沈阳市,第三批,I—109,,民间文学；故事叙事；地方记忆,75,58,锡伯族民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为辽宁省沈阳市。,,
national-0136,嘉黎民间故事,民间文学,西藏自治区嘉黎县,第三批,I—110,,民间文学；故事叙事；地方记忆,75,58,嘉黎民间故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为西藏自治区嘉黎县。,,
national-0137,海洋动物故事,民间文学,浙江省洞头县,第三批,I—111,,民间文学；故事叙事；地方记忆,75,58,海洋动物故事是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为浙江省洞头县。,,
national-0138,土家族哭嫁歌,民间文学,湖南省永顺县、古丈县,第三批,I—112,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,75,58,土家族哭嫁歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖南省永顺县、古丈县。,,
national-0139,坡芽情歌,民间文学,云南省富宁县,第三批,I—113,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,75,58,坡芽情歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省富宁县。,,
national-0140,祝赞词,民间文学,内蒙古自治区东乌珠穆沁旗，新疆维吾尔自治区博湖县、和布克赛尔蒙古自治县,第三批,I—114,,民间文学,75,58,祝赞词是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为内蒙古自治区东乌珠穆沁旗，新疆维吾尔自治区博湖县、和布克赛尔蒙古自治县。,,
national-0141,祝赞词（肃北蒙古族祝赞词）,民间文学,甘肃省酒泉市肃北蒙古族自治县,第五批扩展项目,I—114,,民间文学；肃北蒙古族祝赞词,72,58,祝赞词（肃北蒙古族祝赞词）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为甘肃省酒泉市肃北蒙古族自治县。,,
national-0142,黑暗传,民间文学,湖北省保康县、神农架林区,第三批,I—115,,民间文学,75,58,黑暗传是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为湖北省保康县、神农架林区。,,
national-0143,陶克陶胡,民间文学,吉林省前郭尔罗斯蒙古族自治县,第三批,I—116,,民间文学,75,58,陶克陶胡是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为吉林省前郭尔罗斯蒙古族自治县。,,
national-0144,密洛陀,民间文学,广西壮族自治区都安瑶族自治县,第三批,I—117,,民间文学,75,58,密洛陀是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为广西壮族自治区都安瑶族自治县。,,
national-0145,亚鲁王,民间文学,贵州省紫云苗族布依族自治县,第三批,I—118,,民间文学,75,58,亚鲁王是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为贵州省紫云苗族布依族自治县。,,
national-0146,目瑙斋瓦,民间文学,云南省德宏傣族景颇族自治州,第三批,I—119,,民间文学,75,58,目瑙斋瓦是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省德宏傣族景颇族自治州。,,
national-0147,洛奇洛耶与扎斯扎依,民间文学,云南省墨江哈尼族自治县,第三批,I—120,,民间文学,75,58,洛奇洛耶与扎斯扎依是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省墨江哈尼族自治县。,,
national-0148,阿细先基,民间文学,云南省弥勒市,第三批,I—121,,民间文学,75,58,阿细先基是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为云南省弥勒市。,,
national-0149,羌戈大战,民间文学,四川省汶川县,第三批,I—122,,民间文学,75,58,羌戈大战是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为四川省汶川县。,,
national-0150,恰克恰克,民间文学,新疆维吾尔自治区伊宁市,第三批,I—123,,民间文学,75,58,恰克恰克是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区伊宁市。,,
national-0151,酉阳古歌,民间文学,重庆市酉阳土家族苗族自治县,第三批,I—124,,民间文学；故事叙事；地方记忆；声音艺术；现场聆听,75,58,酉阳古歌是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为重庆市酉阳土家族苗族自治县。,,
national-0152,谚语（沪谚）,民间文学,上海市闵行区,第三批,I—125,,民间文学；沪谚；故事叙事；地方记忆,75,58,谚语（沪谚）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为上海市闵行区。,,
national-0153,谚语（陕北民谚）,民间文学,陕西省榆林市,第四批扩展项目,I—125,,民间文学；陕北民谚；故事叙事；地方记忆,73,58,谚语（陕北民谚）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为陕西省榆林市。,,
national-0154,谚语（哈萨克族谚语）,民间文学,新疆维吾尔自治区伊犁哈萨克自治州特克斯县,第五批扩展项目,I—125,,民间文学；哈萨克族谚语；故事叙事；地方记忆,72,58,谚语（哈萨克族谚语）是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为新疆维吾尔自治区伊犁哈萨克自治州特克斯县。,,
national-0155,卢沟桥传说,民间文学,北京市丰台区,第四批,I—126,,民间文学；故事叙事；地方记忆,73,58,卢沟桥传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为北京市丰台区。,,
national-0156,鬼谷子传说,民间文学,河北省临漳县,第四批,I—127,,民间文学；故事叙事；地方记忆,73,58,鬼谷子传说是民间文学类国家级非物质文化遗产代表性项目，申报地区或单位为河北省临漳县。,,
